0,1,2,3,4,5,6,7,8,9,class
0.03230670945503849,0.036958212000550085,0.02179656702521471,0.028276727877811915,0.03508126819991246,0.03682449832609833,0.029491293754082045,0.0433690398367649,0.6282326518887517,0.10766303163565158,COVID
0.00017067663897040567,0.0002633414647233829,0.00019874438129202014,0.00042782668994637355,0.0006628940318898947,0.003606911268785707,0.0005103788732452397,0.0009592563699328241,0.9922524775973809,0.0009474926838127357,COVID
0.0,0.0,3.9928767079529325e-07,3.234230133441875e-05,9.223545195371274e-05,0.004294338899403379,0.00010740838344393388,0.00020323742443480427,0.9952644482243479,5.5900273911341054e-06,COVID
5.280054067753551e-05,8.27208470614723e-05,6.531622439369207e-05,0.0002029887452714143,0.000616006307904581,0.004019490048466907,0.00026693606675865173,0.0003735149359040475,0.9941041351818805,0.0002160911016617657,COVID
5.329949238578605e-05,0.00010194585448392412,9.912577552171321e-05,0.000226593344613646,0.0005198815566835798,0.003981951494641794,0.0003563169768753475,0.0007406937394246935,0.9933747884940639,0.0005454032712915886,COVID
1.8741416431274126e-06,2.4363841360656363e-06,7.871394901135133e-06,5.8660633429888014e-05,0.00017204620283909648,0.003913207750850038,0.00014149769405611966,0.0002603182742303976,0.9954173488542062,2.4738669689281846e-05,COVID
2.4633500751152637e-05,4.5723826736728524e-05,4.8085943247113024e-05,8.621725262903423e-05,0.0001714221696107608,0.00457120161541766,0.00011810582551922497,0.00021326537636614338,0.9945428359705635,0.00017850851914191432,COVID
1.4566549897716403e-05,2.3904081883432045e-05,2.427758316286067e-05,0.00010047184416630032,0.00026201114751918094,0.004607138281752098,0.0002450168393051785,0.0004461472782774934,0.9941321081495179,0.00014435824449916384,COVID
0.00013367174280879676,0.00015778341793569998,9.81387478849394e-05,0.00015115623237450435,0.000400169204737727,0.0034452904681330594,0.00025606316976874995,0.0004897067117879232,0.9943680203045545,0.000499999999999993,COVID
0.00012760857304004332,0.00019176536943034134,0.0001703327693175385,0.0004916807670614709,0.0011780879864636043,0.004341793570219905,0.0005743090806542503,0.0010081782289903976,0.9912746756909054,0.0006415679639029802,COVID
0.0004391916972279485,0.0005474306246380819,0.00037653486956392074,0.0005927157725943105,0.0009973125863015993,0.00447506347344502,0.0007716292259951483,0.0015929978767946788,0.9881005478760377,0.0021065759973867932,COVID
0.0,0.0,9.042245370370234e-07,4.008728780864137e-05,6.540557484567803e-05,0.005770459587191272,5.229431905864119e-05,0.00010067033179012194,0.993967315297053,2.863377700617241e-06,COVID
1.288721302085804e-05,1.9092167438308206e-05,7.39821488234443e-06,1.646699441554083e-05,1.5989690229583123e-05,0.0027279127487947743,2.1359362321607307e-05,6.39587609183325e-05,0.9970090926447306,0.00010584220323612112,COVID
5.217146080090169e-06,9.588268471517069e-06,1.2831359278059605e-05,7.543711223914164e-05,0.00021150592216581768,0.0033743654822334553,0.00012676254935138005,0.00024520586576423794,0.9959134235758461,2.566271855611921e-05,COVID
8.908553696307273e-07,1.633234844323e-06,2.8210420038306363e-06,1.8856438657183728e-05,6.191444818933554e-05,0.0031323959555165756,1.855948686730682e-05,4.0979347003013456e-05,0.9967100711199389,1.1878071595076363e-05,COVID
1.123264956807768e-05,2.9597140131760235e-05,1.5690050190330726e-05,0.00010038066201313863,0.0003426849598388143,0.0036789601775827755,0.00018025728116391324,0.0003555222736309031,0.9950968593155038,0.0001888154903586391,COVID
0.00010793697966326742,0.000168612834387934,0.0001562300068931041,0.0004864387400885685,0.0012506655769778214,0.0038409467084379923,0.0005237936030313054,0.0009664796859714748,0.9918333188866808,0.0006655769778471079,COVID
0.00011818734382386411,0.00018773895767330227,0.00020739484854379565,0.0006557003595515872,0.0011211417754208345,0.004535722817666802,0.0007025720993196869,0.0012196732283742053,0.9904958727668894,0.0007559958027112842,COVID
8.647341200556223e-05,0.00016159589880753038,0.00014694288627198164,0.00034878297443770924,0.0006300795390285955,0.0035171357694481903,0.0004045056981644439,0.0007497802048119514,0.9934286398289315,0.0005260637880720242,COVID
0.0,0.0,0.0,3.302087331954644e-06,0.0,0.0036438533708119496,0.0,0.0,0.9963528445418355,0.0,COVID
4.127609164943305e-06,1.9399763075233533e-05,9.699881537616766e-05,0.0006635131732646363,0.0015179282704079005,0.006387887943666259,0.00039294839250260264,0.0006587664227249515,0.9899862137853688,0.00027221582442801096,COVID
0.04882777678730007,0.04576474317069222,0.016831827816404087,0.01760687189239298,0.02042476377250594,0.01950486321586098,0.019327816406170227,0.04681464313305417,0.6297455973533818,0.13515109645211376,COVID
6.459708343136272e-05,9.596691308493184e-05,0.00011536667616016537,0.00044454350706439393,0.001012915289077087,0.0036481873604351403,0.0004156502429097908,0.0006985978511666543,0.9931991447593606,0.00030503031728931025,COVID
9.524121325400298e-05,0.00011086672480348784,7.911965371882018e-05,0.00021032434593592323,0.000394606172622705,0.004253859501352617,0.0002259498574854081,0.0003430171821101201,0.9940218777003366,0.00026513764835554474,COVID
2.4480375432867387e-05,4.0724362869629864e-05,7.206839496591802e-05,0.0003267100571788283,0.0007115324074412858,0.004199185146680823,0.0002827826545329354,0.0004966999538762159,0.9936971040859579,0.0001487125610407832,COVID
0.000318445047075376,0.00047261124938600843,0.0003514659203949224,0.0007163465705759106,0.0012562378493504948,0.004589488630500461,0.000942952313731298,0.0017629018743472856,0.9878580184999239,0.0017315320446937164,COVID
5.646473346731609e-05,0.00011938941525504547,0.0001213034740166494,0.00031916929849745625,0.0005656043640539629,0.004060914920087949,0.00035122978275432213,0.0006809264044406,0.9931660924490144,0.0005589051583883492,COVID
3.967434879612883e-05,6.43087483754245e-05,7.545905555342149e-05,0.00020796619434310668,0.000409190342485564,0.003947986669418702,0.00023545299808421552,0.0004011517489386359,0.9943187888380499,0.00030002105592889577,COVID
6.645377829601734e-07,3.3226889148008665e-06,4.208739292081097e-06,2.7246049101367106e-05,0.00011939528833851114,0.0036755584775527185,2.370184759224618e-05,5.493512339137433e-05,0.9960805561560788,1.0411091933042715e-05,COVID
9.926900041688648e-05,0.00016262780109876622,0.00016427884476474352,0.0004903599687952646,0.0008938337646684727,0.0036541723937243077,0.0005050129813308134,0.0008275856375711326,0.9926788596241195,0.0005239999834895525,COVID
6.851831213805886e-05,9.514139125194317e-05,0.00010463489233131278,0.0003605466605577977,0.0009072484944545384,0.0035037210396621243,0.0003508467790201809,0.0006304922999450898,0.9936494669192559,0.00032938321136247574,COVID
0.00015540448506011544,0.00028418589100634656,0.0002753115313017184,0.0005625931291817725,0.0009068357335380441,0.003844455176228194,0.0005760078589678382,0.001125186258363545,0.9912098435223162,0.001060176414015688,COVID
2.43528940731655e-05,4.0656950274691555e-05,6.789917076331737e-05,0.0002796455209249089,0.0007167593314924049,0.0032591601966392336,0.000244767223481138,0.0004728176298442556,0.9946770352208686,0.00021690586161777069,COVID
0.00012011342669985017,0.00020988892603736705,0.0002072059800801539,0.0005652760751389856,0.0010436659773559146,0.0038293894027761513,0.0005099661123287453,0.0008612256522654206,0.9919819128166188,0.0006713556306780286,COVID
0.000121145328991086,0.00018326584692348273,0.0001869806951719317,0.0006127435805358336,0.0011171374204919054,0.004348436255267772,0.0006591791836414458,0.0011996896037907716,0.9908620924501697,0.000709329634995507,COVID
0.0,0.0,0.0,3.302087331954644e-06,0.0,0.003643027848978961,0.0,0.0,0.9963536700636685,0.0,COVID
6.913745351280035e-05,7.904371550866429e-05,9.55541521684375e-05,0.00036240408468202217,0.0008407939868989512,0.00417239372438294,0.00033701928831762084,0.0006015990357904866,0.9931463113620493,0.0002957431966681878,COVID
