0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,class
0.03230670945504249,0.00670177888710604,0.0020849428497850676,0.007640250787424972,0.002498464768922961,0.009009577860977398,0.002110942730928468,0.005433975158970702,0.0014782789564390562,0.002020562191715695,0.00244646500663616,0.003041986093777857,0.0031967472910600027,0.0037538876012757276,0.003527317208454666,0.0021889423743586696,0.0016206592579386303,0.0025826548602444484,0.002018086012559181,0.004294932746974109,0.0037873160198886708,0.005597402983300648,0.004026267308492304,0.004177314237039678,0.0017927537093163765,0.0025975119351835346,0.002810463342643767,0.0028921772548087398,0.005550355579326875,0.005509498623244389,0.005963877498464769,0.006341494819833204,0.003415889146411521,0.003639983360076068,0.0019363721003942077,0.004047314831322676,0.0027176066242744793,0.00809091539391058,0.0035520790000198093,0.01001366850894396,0.0028265585071611103,0.0028810344486044255,0.0019883718626810087,0.002611130920544363,0.0036028406727283534,0.004164933341257107,0.004624264574790515,0.005066262554228323,0.004552455379251599,0.005708831045343793,0.003815792080188586,0.0037303638992888413,0.004978358194172065,0.00595892514015174,0.005535498504387789,0.007127681702026505,0.006513589271210951,0.6282326518888295,0.1076630316356649,COVID
0.00017067663897040917,5.242063639478105e-05,2.1463567657705626e-05,7.223316038650933e-05,1.6923197576267898e-05,4.829302722983766e-05,8.04883787163961e-06,3.157621011181693e-05,1.238282749483017e-05,1.7335958492762237e-05,3.3433634236041456e-05,4.746750539684898e-05,3.4878297443771647e-05,2.476565498966034e-05,1.527215391029054e-05,1.0319022912358475e-05,1.527215391029054e-05,4.519732035613012e-05,3.1163449195322594e-05,0.0001048412727895621,6.975659488754329e-05,0.00010938164287099983,1.6716817118020728e-05,3.6116580193254664e-05,1.4653012535549034e-05,3.0750688278828254e-05,4.8705788146332e-05,6.686726847208291e-05,0.0001725340630946337,0.00017604253088483558,7.532886726021687e-05,6.0056713349926325e-05,3.260811240305278e-05,0.0011000078424574134,1.9606143533481102e-05,0.0008135517664103421,6.335880068188104e-05,0.000706233928121814,6.108861564116216e-05,0.000829236681237127,1.3827490702560355e-05,2.765498140512071e-05,3.198897102831127e-05,4.148247210768107e-05,7.202677992826216e-05,0.00011536667616016775,0.0001184623830338753,6.253327884889236e-05,4.086333073293956e-05,0.00010793697966326965,1.9193382616986763e-05,0.0001184623830338753,4.2307993940669746e-05,0.0002965687185011826,5.758014785096029e-05,0.0002815029450491392,3.5703819276760325e-05,0.9922524775974012,0.0009474926838127551,COVID
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.992876707953012e-07,0.0,0.0,2.795013695567108e-06,0.0,1.0780767111473132e-05,4.392164378748313e-06,2.994657530964759e-06,0.0,1.1379698617666083e-05,0.0,6.7878904035201204e-06,1.2377917794654336e-05,8.584684922098976e-06,1.3575780807040241e-05,1.7967945185788553e-05,1.1180054782268433e-05,1.0780767111473132e-05,1.0980410946870783e-05,0.001130782683692293,3.992876707953012e-06,0.0010119946016306908,2.994657530964759e-06,0.0011327791220462693,1.996438353976506e-06,0.0010074027934165448,2.3957260247718073e-06,1.4573999984028494e-05,1.038147944067783e-05,1.3575780807040241e-05,1.3975068477835541e-05,1.4573999984028494e-05,1.3575780807040241e-05,1.3176493136244939e-05,1.3575780807040241e-05,5.4902054734353914e-05,9.98219176988253e-07,4.571843830606198e-05,1.1978630123859036e-06,5.09091780264009e-05,9.98219176988253e-07,4.691630131844789e-05,1.5971506831812048e-06,0.9952644482243678,5.590027391134216e-06,COVID
5.280054067753654e-05,4.028485696137973e-05,1.9555755806495014e-06,8.213417438727906e-06,1.368902906454651e-06,1.525348952906611e-05,1.1733453483897008e-06,1.1733453483897009e-05,2.737805812909302e-06,1.1146780809702159e-05,4.693381393558803e-06,7.235629648403155e-06,6.453399416143355e-06,2.9333633709742523e-06,2.9333633709742523e-06,1.408014418067641e-05,1.5840162203260962e-05,8.506753775825331e-05,2.9333633709742523e-06,2.3075791851664116e-05,1.7795737783910464e-05,3.050697905813222e-05,7.822302322598005e-07,2.2098004061339367e-05,2.0729101154884715e-05,0.00026224268536509816,1.290679883228671e-05,4.888938951623754e-06,0.00012652574006802273,0.0001357169452970754,2.737805812909302e-06,2.1511331387144517e-06,6.883626043886245e-05,0.0011989633884962093,3.989374184524983e-05,0.0008524353956051177,5.671169183883554e-06,0.0010722420908701217,1.603571976132591e-05,0.0008293596037534536,4.888938951623754e-06,3.891595405492508e-05,6.51206668356284e-05,3.7351493590405475e-05,1.8577968016170262e-05,4.5564911029133385e-05,4.5760468587198336e-05,8.995647670987706e-06,6.648956974208305e-06,6.570733950982325e-05,3.3244784871041525e-06,8.741422845503271e-05,1.4275701738741361e-05,9.269428252278637e-05,8.995647670987706e-06,9.504097321956577e-05,6.062284300013454e-06,0.9941041351818998,0.0002160911016617699,COVID
5.32994923857868e-05,1.2549351381838692e-05,5.6401579244218835e-06,1.988155668358714e-05,7.75521714608009e-06,2.382966723068246e-05,7.050197405527355e-06,2.18556119571348e-05,3.3840947546531303e-06,5.781161872532431e-06,1.565143824027073e-05,9.024252679075014e-06,7.473209249858996e-06,1.6356457980823462e-05,1.6920473773265652e-05,1.6779469825155105e-05,1.113931190073322e-05,2.2137619853355894e-05,2.7354765933446136e-05,4.060913705583756e-05,7.614213197969543e-06,2.961082910321489e-05,3.285391990975747e-05,4.695431472081218e-05,1.9458544839255498e-05,3.045685279187817e-05,6.82459108855048e-05,8.50253807106599e-05,5.273547659334461e-05,4.963338973491258e-05,6.175972927241962e-05,0.00012408347433728143,4.7941342357586014e-05,0.0009818104906937394,1.2408347433728145e-05,0.0010002820078962211,2.5662718556119573e-05,0.0009932318104906937,1.4946418499717993e-05,0.0009286520022560631,2.4957698815566837e-05,4.173716864072194e-05,3.5815002820078964e-05,4.1596164692611395e-05,4.469825155104343e-05,3.793006204173717e-05,4.10321489001692e-05,4.667230682459109e-05,6.683587140439933e-05,0.00020262267343485618,2.5380710659898476e-05,0.0001335307388606881,2.4111675126903553e-05,0.00014946418499717993,2.1573604060913704e-05,0.00014861816130851664,3.5391990975747324e-05,0.9933747884940778,0.0005454032712915961,COVID
1.8741416431274477e-06,1.8741416431274476e-07,1.8741416431274476e-07,0.0,1.8741416431274476e-07,1.8741416431274476e-07,0.0,1.3118991501892134e-06,3.748283286254895e-07,1.8741416431274477e-06,1.3118991501892134e-06,1.8741416431274476e-07,9.370708215637239e-07,1.8741416431274476e-07,7.49656657250979e-07,1.499313314501958e-06,1.1244849858764687e-06,1.4430890652081347e-05,5.809839093695088e-06,1.4430890652081347e-05,1.499313314501958e-06,6.1846674223205774e-06,0.0,1.5367961473645072e-05,9.370708215637239e-07,6.372081586633322e-06,3.542127705510876e-05,4.066887365586561e-05,1.3868648159143113e-05,2.4551255524969564e-05,1.0495193201513707e-05,2.5675740510846033e-05,1.4993133145019582e-05,0.0009561870663236237,8.621051558386259e-06,0.000986922989270914,5.435010765069598e-06,0.0009475660147652375,5.435010765069598e-06,0.000996481111650864,6.559495750946067e-06,1.5367961473645072e-05,1.4243476487768603e-05,2.2114871388903883e-05,2.4176427196344075e-05,1.4993133145019582e-05,1.79917597740235e-05,1.3493819830517622e-05,1.9116244759899964e-05,6.65320283310244e-05,3.7482832862548954e-06,5.7348734279699896e-05,2.6237983003784267e-06,7.028031161727929e-05,5.622424929382343e-07,5.6786491786761665e-05,2.436384136065682e-06,0.9954173488542247,2.473866968928231e-05,COVID
2.463350075115305e-05,4.218065197115248e-06,8.436130394230497e-07,1.1135692120384255e-05,9.448466041538157e-06,1.4847589493845675e-05,2.362116510384539e-06,2.362116510384539e-06,5.061678236538298e-07,1.3497808630768794e-06,1.8559486867307094e-06,5.061678236538298e-06,1.1979305159807305e-05,1.7715873827884043e-05,7.0863495311536175e-06,2.193393902499929e-06,8.436130394230497e-07,1.6028647749037943e-05,3.3744521576921984e-07,7.4237947469228375e-06,8.436130394230497e-06,2.581455900634532e-05,1.1979305159807305e-05,1.5353757317499503e-05,8.436130394230497e-07,8.436130394230497e-06,3.863747720557568e-05,8.436130394230497e-07,3.0032624203460567e-05,1.8390764259422483e-05,2.345244249596078e-05,4.42053232657678e-05,7.4237947469228375e-06,0.0009661056527472765,1.1641859944038085e-05,0.0007207829808830536,5.5678460601921275e-06,0.0014535452669259146,1.4510144278076455e-05,0.001391117902008609,7.929962570576667e-06,6.5801817074997875e-06,6.0740138838459575e-06,1.9065654690960923e-05,4.386787804999858e-06,1.4678866885961065e-05,2.227138424076851e-05,2.598328161422993e-05,1.9065654690960923e-05,3.813130938192185e-05,2.193393902499929e-06,5.871546754384426e-05,3.0370069419229787e-06,2.9863901595575957e-05,1.0460801688845817e-05,5.685951885711355e-05,1.4003976454422625e-05,0.9945428359705801,0.0001785085191419173,COVID
1.4566549897716674e-05,3.5482621545720104e-06,7.470025588572654e-07,6.723023029715388e-06,2.05425703685748e-06,4.482015353143592e-06,1.4940051177145308e-06,3.174760875143378e-06,1.680755757428847e-06,3.5482621545720104e-06,2.6145089560004286e-06,3.5482621545720104e-06,2.05425703685748e-06,4.668765992857908e-06,2.8012595957147453e-06,2.8012595957147453e-06,2.241007676571796e-06,8.590529426858552e-06,1.6620806934574153e-05,1.886181461114595e-05,2.8012595957147453e-06,1.2512292860859195e-05,2.1102822287717747e-05,1.94220665302889e-05,5.60251919142949e-07,1.1205038382858981e-05,6.573622517943935e-05,3.903088370029212e-05,8.590529426858552e-06,1.2885794140287828e-05,4.7808163766864985e-05,6.573622517943935e-05,1.1018287743144665e-05,0.0010185379890018814,8.777280066572868e-06,0.0012594463142333494,7.096524309144021e-06,0.0010441228266427427,7.470025588572653e-06,0.0012551510495199202,6.536272390001072e-06,2.2783578045146595e-05,2.1849824846575012e-05,4.089839009743528e-05,3.342836450886263e-05,2.5771588280575655e-05,2.2223326126003644e-05,3.809713050172053e-05,3.99646368988637e-05,0.00011186363318887549,7.283274948858337e-06,0.00010756836847544621,7.65677622828697e-06,9.505607561458701e-05,6.349521750286756e-06,0.00010028509352658787,1.0084534544573082e-05,0.9941321081495365,0.00014435824449916652,COVID
0.00013367174280879866,2.580372250423012e-05,5.358150028200789e-06,1.3536379018612521e-05,3.1020868584320362e-06,2.481669486745629e-05,1.4805414551607444e-05,5.485053581500282e-05,1.551043429216018e-05,1.3677382966723068e-05,4.512126339537507e-06,2.3970671178793006e-06,2.5380710659898476e-06,3.1020868584320362e-06,1.015228426395939e-05,2.7495769881556682e-05,3.4263959390862944e-05,4.61082910321489e-05,1.0575296108291032e-05,1.2408347433728145e-05,5.499153976311337e-06,1.1844331641285957e-05,3.5250987027636774e-06,3.200789622109419e-05,2.918781725888325e-05,6.443880428652003e-05,4.173716864072194e-05,2.1573604060913704e-05,5.0197405527354766e-05,9.602368866328257e-05,1.311336717428088e-05,7.050197405527355e-05,4.258319232938522e-05,0.0009623519458544839,2.580372250423012e-05,0.0007450648618161309,3.5250987027636774e-06,0.0009867456288776087,5.076142131979695e-06,0.000700789622109419,1.5933446136491822e-05,4.342921601804851e-05,5.4991539763113365e-05,3.3840947546531304e-05,1.4382402707275804e-05,2.18556119571348e-05,3.1866892272983645e-05,1.4805414551607444e-05,4.0891144952058655e-05,0.00013296672306824592,4.145516074450085e-05,0.00012295544275239706,1.6779469825155105e-05,6.711787930062042e-05,8.037225042301184e-06,8.333333333333333e-05,1.70614777213762e-05,0.9943680203045685,0.0005,COVID
0.00012760857304004513,5.583756345177665e-05,1.2549351381838692e-05,2.918781725888325e-05,6.909193457416807e-06,1.2690355329949238e-05,5.6401579244218835e-06,4.469825155104343e-05,2.42526790750141e-05,4.13141567963903e-05,3.0033840947546532e-05,1.6356457980823462e-05,1.2972363226170333e-05,9.024252679075014e-06,6.063169768753525e-06,1.410039481105471e-05,4.0468133107727016e-05,0.00018542019176536942,6.204173716864072e-05,8.375634517766498e-05,1.0998307952622674e-05,5.3017484489565705e-05,2.1150592216582064e-05,4.540327129159617e-05,2.9892836999435985e-05,0.0002547941342357586,0.0002533840947546531,0.00013479977439368303,5.6965595036661024e-05,0.00013310772701635647,0.00015045121263395375,0.00013212069937958262,6.246474901297236e-05,0.0010697969543147208,0.00012055837563451776,0.0010592216582064298,5.0197405527354766e-05,0.0009362662154540327,4.075014100394811e-05,0.0010407501410039481,2.42526790750141e-05,4.413423575860124e-05,0.0001071630005640158,0.00012492949802594473,8.23463056965595e-05,5.428652002256063e-05,5.6119571347997745e-05,5.5696559503666105e-05,4.963338973491258e-05,0.00018161308516638467,2.523970671178793e-05,0.0002886350817822899,4.385222786238015e-05,0.00020417371686407218,2.42526790750141e-05,0.00022701635645798083,1.3395375070501975e-05,0.9912746756909193,0.0006415679639029893,COVID
